0.0411692,0.0411692,0.0411846,0.0411692,0.0411695,0.0411692,0.0411692,0.041173,0.0411868,0.0411758,0.0414426,0.0411903,0.0411692,0.0411692,0.0522637,0.0411702,0.0412393,0.0416015,0.0411696,0.0411692,0.0411692,0.0411692,0.0411721,0.0411692
0.0388811,0.0388803,0.0388808,0.0388802,0.0388803,0.0388803,0.0388809,0.0388802,0.0388866,0.0388803,0.0388803,0.0388805,0.0388803,0.0388802,0.0388889,0.0388802,0.0389717,0.0388802,0.0388837,0.0388805,0.105617,0.0388823,0.038903,0.0388802
0.0388797,0.0388798,0.0388854,0.0388888,0.0388803,0.038886,0.0388797,0.0388823,0.0388797,0.0388797,0.0388797,0.0388798,0.0388798,0.105665,0.0388797,0.0388797,0.0388797,0.0388803,0.0388797,0.0389403,0.0388797,0.0388797,0.0388797,0.0388958
0.0389065,0.0389044,0.0389044,0.0389044,0.0389046,0.0389044,0.0389058,0.0389044,0.105016,0.0389046,0.0389046,0.0389044,0.0389059,0.0389044,0.0389085,0.0389176,0.0389045,0.0389485,0.038928,0.0389045,0.0389044,0.0389151,0.0389859,0.0389044
0.036835,0.0368565,0.036835,0.0368382,0.036835,0.0368434,0.0886809,0.036835,0.0368352,0.0368353,0.036835,0.0368355,0.0368351,0.036835,0.036835,0.100106,0.0368382,0.0369901,0.036835,0.0374374,0.036835,0.036838,0.0368373,0.0368784
0.0388566,0.0388572,0.0388566,0.0393184,0.0388567,0.0388566,0.0388585,0.0388566,0.0388566,0.0388577,0.0388608,0.0388569,0.0388566,0.0388567,0.0388566,0.0390691,0.0388566,0.105446,0.0388566,0.0388626,0.0388566,0.0388707,0.0390036,0.0388591
0.0388757,0.0388744,0.0388747,0.0388752,0.0390452,0.0388744,0.0388773,0.0388744,0.0388827,0.0388744,0.0388901,0.0388747,0.105527,0.0388776,0.0388745,0.0388744,0.0388782,0.0388744,0.0388924,0.0388744,0.0390074,0.0388744,0.0388745,0.0388775
0.0388475,0.0388475,0.0388501,0.0388475,0.0396741,0.0388476,0.0388478,0.0388476,0.0388475,0.0388475,0.103019,0.0388494,0.0388475,0.0388475,0.0414972,0.0388475,0.0388515,0.0388478,0.0388476,0.0388475,0.0388485,0.0388476,0.0388484,0.0388476
0.0388671,0.0388757,0.0388669,0.0389589,0.0388684,0.0388671,0.0388669,0.0388682,0.038867,0.0388794,0.0388677,0.105136,0.0388669,0.038867,0.038961,0.0388674,0.0388669,0.0395567,0.0388669,0.0388676,0.0388669,0.0388669,0.0388688,0.0388875
0.038894,0.0388708,0.0390275,0.0388766,0.0388708,0.0388713,0.038879,0.0388709,0.0388708,0.0388709,0.0388708,0.0388708,0.0388724,0.0389262,0.038873,0.0388709,0.0389363,0.0388716,0.105651,0.0388709,0.0388711,0.0388708,0.0388709,0.0388708
